OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,14766,3026,807,14036,378,14028,10813,2878,12074,4307,4728,12461,8178,7197,13312
+,14318,12418,7881,9001,9072,10051,7837,2299,10203,7846,7146,5343,2110,14092,11715
-,4750,6987,452,9642,6198,2186,2285,821,383,8430,12547,11134,9296,10992,6690
+,14551,6726,6623,7185,9857,4290,6835,6513,13908,14200,9539,4651,2765,10572,3728
+,1888,9250,10640,7464,5189,4547,8220,4963,7918,855,3047,8755,61,7249,8216
+,11725,4446,7708,9172,9636,6567,2402,10318,10294,12760,6320,9376,7161,1997,1345
-,13617,13160,12041,8461,341,14776,11008,12557,826,3316,1477,10443,14881,9416,10856
+,244,7487,13929,2929,2807,807,155,12367,3471,11022,1253,645,3508,14002,12567
+,14741,440,3576,1607,11634,7390,3242,2745,12059,2360,11512,3200,11817,14829,886
+,13567,10760,12726,203,6229,3498,2421,10811,3518,4879,11617,10989,3230,2686,1607
-,10192,4867,9891,10054,5299,5797,8927,301,116,3669,6946,8666,13444,11130,14542
+,4267,7925,9902,1320,5844,8845,465,5433,9919,3182,2744,5588,372,792,12608
+,13204,7787,7557,3357,14040,1670,9442,8619,13492,7857,7532,2870,8361,4731,5683
+,6094,9492,10549,7174,11552,14737,1251,376,7396,2123,3221,2589,2711,7915,202
-,10357,6656,1756,6381,7893,3515,3785,9336,11364,9498,13698,12637,1955,10187,4626
+,9220,3034,13188,1693,3170,14263,10298,12318,3471,2006,911,12549,8846,2938,10687
+,13190,8129,7506,10167,7104,13756,6854,5299,12230,10323,233,1750,8061,4860,9392
+,8862,6605,6099,2459,9972,7609,3133,5368,11909,7847,9253,2297,9869,7072,11963
-,1293,13814,9556,6937,2264,14065,13636,3487,10603,11119,4979,9523,1447,10840,10459
+,13789,9771,10307,4299,2462,12670,7358,4161,9295,4194,7363,6066,3547,8648,12400
+,14526,10728,8369,11348,6497,2955,8640,12802,4353,961,5465,1579,3671,2189,11742
+,6310,3760,2078,6316,5186,4906,13668,12397,4070,10229,4705,6694,7299,11013,7250
-,8498,2245,12871,7142,6874,1692,11744,246,12226,6299,7489,11363,9866,11384,6825
+,2105,3860,4701,6188,8685,1403,3708,13225,12658,7310,2124,12537,2452,1257,9954
+,4150,2944,13863,4337,1105,10837,2131,13261,3012,205,6967,3180,5180,3032,1507
+,3058,11541,9394,14055,1312,10969,1009,12741,1601,12210,6698,5954,12011,11234,4652
-,4765,2053,9312,9440,14725,14249,13029,167,14776,8831,4330,7672,2372,4586,4675
+,11425,10620,10141,11075,4999,7338,5957,4580,195,4471,5015,3927,7297,9730,2893
+,4719,7244,6763,8048,5282,2997,11572,13487,3341,11204,4178,10293,872,8620,4728
+,8164,3957,9373,11658,14235,1152,7128,10266,6444,9643,3742,450,2797,1629,2664
-,5713,7949,3120,14888,8377,8499,11060,2896,13754,6880,11279,9418,5714,8812,3749
+,7290,493,13907,13815,10670,3855,510,8522,6538,7042,10205,3043,3261,7271,13637
+,3340,1176,3977,12991,10674,14245,3634,12850,729,10461,11003,12009,2161,11660,7706
+,8028,7338,11858,8742,4611,11625,4292,8469,4848,3980,7637,120,7520,10587,1354
-,5593,11627,8297,10360,13999,13291,3754,5215,7590,3916,3318,7660,2683,11832,12759
+,11442,9021,11523,2479,14750,10279,12851,14181,2978,6391,11926,5205,10529,6483,9494
+,6768,5907,12132,14576,8425,10999,12230,7177,11276,2641,5842,13470,8225,5302,13146
+,13524,7195,3601,7398,12805,11018,6700,11331,612,7918,5444,4835,7884,6488,12962
-,1242,5539,8494,3741,4001,2728,3672,7609,866,2204,1558,3611,13850,2445,5796
+,8214,15,5519,10625,8774,10762,945,12368,53,6979,373,9733,4143,14550,11445
+,1903,8392,3445,2402,9710,5327,3857,8664,12019,7006,13265,9354,14217,6483,9469
+,729,13433,14157,6144,6955,4711,8592,757,7319,4713,1755,12902,10227,2124,1345
-,8464,4516,3510,4253,12874,4778,9668,4795,6653,14503,8110,9926,12634,5483,9159
+,2034,8112,10055,11328,2818,8437,197,13576,13728,13677,9407,3215,298,3984,522
+,11009,5569,10012,6048,14650,9635,14530,13574,4555,4802,2319,12018,12774,3642,2612
+,8351,5939,3183,8881,2733,5957,8307,3395,13560,7147,7737,4303,12631,14235,10198
-,9777,7409,13838,13459,5246,9609,5060,5249,8695,6200,2071,2416,7767,6629,2320
+,494,658,8902,3723,687,2245,1918,14479,0,12049,7985,8030,423,10017,3162
+,13378,13546,9751,2420,5682,2632,14969,1350,2495,12884,10259,10085,5859,5087,9093
+,6151,9111,5145,5846,3523,10100,11003,5394,431,7207,2212,9559,10402,12633,4593
-,6977,8344,430,5741,12207,3591,3845,3504,3932,12827,12393,897,12275,9747,10199
+,10014,6652,12813,5026,1777,4281,180,10018,5515,3375,5797,5232,12026,14722,14949
+,3452,11158,11317,8616,6151,12723,8806,9105,12905,11932,11864,11456,12612,11640,1159
+,2753,6374,6288,1903,516,6877,14728,973,11074,10873,12528,8753,11955,13714,6386
-,7923,779,11953,4183,14120,7516,3670,2091,3862,11105,4728,6443,7938,1386,8252
+,12491,3495,3016,7455,4163,5063,5948,10925,3003,14253,10247,12938,177,6808,9094
+,11218,4918,11835,6931,4540,10335,9108,12559,12958,10036,4043,6406,2618,5872,11042
+,14296,2696,1913,1856,11834,7384,12046,13888,8060,1856,12413,1293,2596,9488,8828
-,13627,2672,11229,4751,11402,8217,34,10343,4044,4820,10492,14632,6967,5012,9253
+,12980,5439,7851,10935,14909,9033,13729,6152,2472,5385,8314,3816,12908,938,2385
+,6576,8819,4276,3999,7066,1376,2038,12275,7496,14456,9668,13550,5841,8294,9504
+,12821,5504,4738,5679,2253,7029,14467,10565,12949,1606,12476,14796,7966,13633,10543
-,1632,10037,14741,5984,4879,9133,6704,10603,3464,4239,13931,3437,12641,11972,9914
+,14126,8233,5698,1869,12746,12529,12131,204,1726,13945,13439,13690,13114,13518,2954
+,4640,12117,13446,3070,5145,4031,12017,6262,14497,10537,2264,14358,6053,5795,3456
+,2028,7652,12182,11268,7866,5071,3032,8556,1379,7394,10257,6230,8695,398,9260
-,1533,12437,537,14059,14599,50,9135,3435,3774,13352,1612,14076,1834,7028,4942
+,4621,4459,300,8159,12817,9281,1797,6249,910,12441,11656,14966,2662,5169,7530
+,8805,2470,8116,6420,1930,13497,11908,5506,1450,8856,11312,4848,3220,13881,13203
+,14775,10001,1309,2589,11339,11367,10193,12497,3405,3960,8904,1562,10625,346,8315
-,7967,7984,14398,10948,3503,3252,8562,3491,14466,7674,10169,1321,4609,10816,5413
+,1345,11118,4124,13263,10881,9196,8125,9753,7558,4345,1584,5359,4379,10307,4612
+,13522,14878,10512,6193,3935,4879,1464,8598,357,1185,3747,10841,4173,6885,13084
+,3101,8645,5529,11122,5515,3586,12776,11862,2685,12631,247,3138,7898,14719,5078
-,4195,14556,5760,1035,7133,11581,8790,13232,4926,13422,3328,13560,11366,8499,8304
+,1464,9390,3981,12693,85,196,6728,9846,3152,808,10939,6717,14842,13534,9348
+,9700,12468,2644,4461,2080,5501,6924,812,6900,11011,8461,10526,7808,6395,74
+,3912,10321,11002,8793,3851,353,501,11573,957,9343,1304,8503,3144,13202,10506
-,1334,8747,11562,4590,7086,9204,10183,528,14239,1047,5386,11640,4173,4313,4735
+,11176,6547,13196,433,4497,8098,8574,14838,1945,7385,419,5178,3631,6527,7479
+,14815,4498,1718,1142,11157,6241,3789,2312,4827,6221,10123,12049,7086,8985,1974
+,11669,8555,3746,7034,9620,3729,953,9266,5512,961,8342,2153,3865,14307,5243
-,9494,5396,8587,6525,1575,8818,4995,1548,2744,12402,5983,452,2549,9263,5628
+,7767,9383,13760,10548,4379,5817,9975,10831,9375,11216,3773,8795,1470,12697,7894
+,13177,12439,5159,190,5453,13003,14588,1523,12438,3453,8500,8610,3999,8775,1781
+,10967,12399,4076,14357,13927,11168,3807,5655,5481,7246,5055,3153,3993,10859,9289
-,5195,14923,3470,9532,5719,11976,6467,11805,14245,5882,248,11240,4388,5606,14880
+,14484,6017,453,4146,11153,12352,11511,11072,733,1928,14807,12022,12373,8538,13762
+,5202,4713,13664,1487,14826,13072,12234,14922,13944,5844,13132,12781,4319,8091,1734
+,13408,9050,7605,14258,9759,12599,4925,607,8445,2489,7161,5129,4186,4242,9892
-,8724,9239,5428,5388,8107,7783,1092,3172,3722,2017,10375,14672,3047,2730,13018
+,7612,1394,3867,5118,977,13287,6314,10909,13298,6486,5864,1983,5027,12450,14390
+,12447,953,9214,14033,9017,608,5291,10735,4928,9235,7372,2003,7732,14548,13796
+,9821,7000,5059,11946,9618,11170,2283,2141,3624,4122,7204,3656,2082,40,3313
-,5754,11273,11474,14233,7821,6212,8226,2132,1001,1078,11238,10418,7777,4818,11028
+,8277,11522,10843,6676,4617,7608,11686,4578,10856,6638,1651,9405,2442,12216,8186
+,7248,7024,13092,14075,5954,14183,2980,12873,10943,4279,6179,3783,9713,5946,2969
+,6657,11891,7705,4721,11243,12557,6660,13940,12830,3169,12740,106,5806,2834,13688
-,5239,794,11508,8853,14884,5451,6158,12991,9369,8642,9212,12781,13246,1727,3466
+,9133,4882,9995,3112,14424,12761,14097,13227,13423,14583,14472,13597,4141,12675,3587
+,10078,5026,13563,6675,11212,2788,8178,14688,9051,9888,5355,12912,13388,5809,7420
+,10815,1072,10920,3080,9705,1752,10793,10811,6845,1760,13425,5707,9515,7193,10184
-,12182,2983,4044,3544,4408,4249,5814,10172,11380,9804,12231,7457,5396,13419,8879
+,12353,11733,7346,4658,12940,5083,3634,3080,11665,1421,10147,11169,3994,10609,2423
+,5066,3928,12489,10088,4458,5672,9408,5890,10736,14525,3153,12126,4767,14629,11271
+,11179,14581,8172,14989,13084,2442,13833,5380,8465,11256,10128,5705,980,8779,9673
-,3725,283,13602,14241,333,12136,3289,6729,11725,838,7630,10529,6704,1168,8510
+,13899,9301,4452,6025,4433,12975,3320,13171,5089,14970,12006,14618,8390,8724,2661
+,10720,14501,12729,13252,11316,9147,14380,3321,2817,4331,3703,3300,5321,7537,13982
+,5628,6428,3861,8742,6524,4856,9235,8222,3767,13398,9061,9726,13524,856,3180
-,14098,6207,5681,10101,1438,7835,6588,10440,697,6442,14413,6371,812,11284,3466
+,12277,985,3480,7892,5232,3876,9022,10296,8560,5369,12037,89,12941,10092,6314
+,14851,2962,4878,1266,11745,11850,4568,14,6287,6535,14880,1427,8602,5082,10205
+,3431,14639,12629,10697,6830,801,6510,2568,12625,14778,12276,333,2200,4116,12426
-,4784,10069,11744,1358,5481,9848,13789,6940,13503,11438,11523,7609,11007,9936,11768
+,8468,5081,3128,4750,12796,1630,12967,1305,11510,9515,9805,5337,1736,366,4264
+,865,4586,14771,722,3328,5699,14068,5741,5621,11751,5458,10674,10718,12425,12916
+,3820,6925,10434,5866,5707,14582,14728,7030,10986,978,11358,13463,10506,6698,9214
-,6907,8565,6782,1757,11978,7513,3273,3930,14083,3055,1151,8663,11423,13440,11672
+,5587,14631,14518,6914,596,8955,744,5801,7745,13806,9094,8074,12904,2081,13504
+,5077,13220,156,7403,6921,14854,14098,1660,4380,2557,4761,11753,5225,11316,1640
+,3202,9170,1563,8834,14122,8596,13233,12571,4104,10988,10412,697,11850,12826,5277
-,14615,3540,8970,5059,11492,8180,10003,2966,2713,4594,3956,11979,7478,5007,4456
+,9860,3089,6390,9294,5542,8390,2302,2305,3644,8943,2468,10227,8209,10013,12978
+,7231,6470,8086,11402,3049,10160,6541,9133,9968,2975,11286,12030,3611,8593,6166
+,5638,2590,7488,9215,10619,3844,5212,5170,11745,7494,8190,2987,13599,10318,11251
-,14963,4550,3664,13962,9463,14644,10370,14908,2830,3589,11685,1141,13250,5313,9219
+,5781,14165,6866,14730,2922,13866,9378,2855,2789,13336,10768,6629,9792,12410,4642
+,9718,9140,1673,8102,5483,10656,7271,7226,8535,1667,10743,9410,4933,886,11372
+,12273,4307,13804,10043,2210,11944,3380,13747,11033,8878,1871,1932,14096,5289,11688
-,6310,3760,2078,6316,5186,4906,13668,12397,4070,10229,4705,6694,7299,11013,7250
+,14515,9796,12225,4115,8615,14377,4179,318,4502,10293,11384,5532,8652,10418,55
+,14486,14880,6104,2695,4314,4189,7840,7651,7028,13878,9283,6718,12148,11882,5707
+,6474,2465,13950,2300,14104,11576,804,7206,1307,2952,12862,10751,8667,9035,3058
-,9078,7336,9682,14907,13765,10123,8798,8715,10584,4899,377,1470,14047,5667,6048
+,965,7472,3872,11415,2799,2999,10439,11253,4500,9072,88,8563,4288,4978,13663
+,13817,9189,685,5478,6875,13703,12376,12323,1707,4011,13018,3445,5292,1208,4451
+,5245,4202,3072,18,6209,154,10181,12818,10770,1644,7796,3798,5110,14462,8811
-,7457,7504,12889,99,14581,12880,10943,8069,4154,14459,10674,5868,14752,6925,11154
+,4964,1564,8563,6073,951,3353,6766,6257,11463,10078,6223,9380,7769,2492,7
+,6554,179,6237,11394,7554,8292,3350,12866,7432,13303,8361,14457,12677,7928,10606
+,2422,4726,3885,7910,3850,9402,5634,1833,2790,6297,7313,925,6023,3089,9256
-,1325,427,11813,628,5349,7565,14246,4090,1431,9760,11295,12408,1583,7600,6193
+,5448,5546,10285,6900,11719,8307,3365,14783,1568,7507,6006,6159,10076,11947,14492
+,12878,4759,7873,9523,4903,3465,9763,12758,2026,8897,8369,3372,8214,13073,5408
+,12675,7787,1167,6650,9112,4916,8497,2669,10970,12718,1546,9628,3823,4517,3087
-,4134,1539,12673,11624,4244,10549,1838,9570,3569,12023,13482,1521,7761,4016,11966
+,12726,5153,4168,12884,6543,13271,6807,12559,4698,2386,10126,2666,13840,1050,10971
+,5252,13444,2145,5569,12550,7848,12875,12204,4445,14566,2809,8181,3493,6484,12850
+,8558,3015,1436,9546,4835,12712,9409,1275,14723,7160,13366,8203,3107,9034,12669
-,9077,8962,6012,11494,895,13399,4264,7118,5165,6718,9332,2560,847,14056,3325
+,1097,7240,850,14310,7513,10703,7861,848,2283,8193,11178,14860,7759,6901,13453
+,2382,5013,1895,12699,6929,8795,221,7663,2153,6216,7874,1737,13374,11915,13553
+,14521,4223,7982,14771,12724,2236,7298,861,2676,14878,12347,6360,5525,11704,2434
-,5773,4047,9606,1931,14089,4077,1454,11427,4882,603,14352,7357,268,14622,4453
+,3412,2370,8841,8442,6163,8868,2447,11261,13867,9786,2982,11574,7170,6980,13135
+,3855,6060,13771,5835,12786,5311,14549,480,1838,7070,9078,13927,10310,3055,6590
+,9474,14582,2644,5999,2112,10747,11069,12703,12864,7762,12819,871,1583,12314,11735
-,10942,7991,1072,6053,2289,11061,1256,14580,7585,553,1090,11149,14,6624,7187
+,12069,9333,7248,10980,6109,5308,4735,4861,9032,11569,3485,5360,10222,4152,4503
+,12118,12857,10127,2954,7036,11603,3870,10855,1351,14294,3406,14150,5389,558,11003
+,13278,3429,14564,8775,14764,2014,12970,9752,2957,13876,14654,1549,13084,12027,1786
-,11682,9540,13639,9759,6728,180,8773,3231,4463,8417,9499,7758,1466,6347,8053
+,800,5282,521,6424,8165,10794,2704,8028,783,14919,2434,268,13284,9225,2038
+,10577,14237,14112,3326,6871,7545,13303,8434,12163,1440,11768,2509,3412,8449,1218
+,2286,14000,6684,10905,12186,625,7540,12701,6914,14344,5792,10852,10195,11750,12280
-,6572,13705,7949,3340,3963,6323,9831,5206,1877,9594,13792,7878,14060,9239,6302
+,7166,5147,10848,2900,10566,10364,4140,7193,9773,3439,4409,11038,8488,1613,13777
+,3596,1973,2538,1064,3836,837,6531,9376,13690,11326,8185,6878,11474,4400,4962
+,10119,6825,2789,4447,14789,8789,11223,8090,13295,6331,10596,4465,14468,1743,6026
-,5090,12248,8766,14240,2200,13749,6309,6256,1382,9403,12717,10164,8266,6626,861
+,14637,560,9060,1584,2758,10264,9306,5941,3900,7717,13546,10046,11427,14837,1669
+,10796,5412,3210,14676,6151,5552,12915,7169,8588,1349,12606,7185,1144,13370,11698
+,3951,3932,14516,1185,9723,6003,1360,11896,9111,14392,10083,2757,274,10391,12057
-,4113,10703,3096,1455,41,14579,2569,881,2881,2838,3128,7338,8905,9729,4073
+,4280,13745,1097,6022,11192,7877,3180,2095,12915,13038,2883,3015,3154,5582,880
+,3483,14965,10571,13433,7890,4851,9912,11478,11924,11927,470,11758,10933,1586,12093
+,6390,10842,13785,12274,13430,7360,4736,3987,11613,11817,5152,12492,13543,12271,4276
-,1291,6615,7284,3746,4943,7039,7978,1231,10654,9755,6957,2178,11330,8078,1058
+,2153,6451,3118,3301,6540,9616,7747,1457,11150,6497,13146,336,7594,10972,13442
+,2250,2806,101,14263,700,12773,1035,10496,2761,7362,7445,14779,3720,13143,3104
+,1688,14237,9641,573,7730,9572,6967,3091,7911,11631,9765,1803,12339,10536,12318
-,14169,8874,13115,14053,14554,9434,3894,523,13048,12169,6116,5154,4562,9612,5507
+,2459,4399,3967,10943,8785,6944,2082,2810,13146,10374,7906,9813,4054,8776,8719
+,8597,6440,6796,1053,13959,6568,6171,8508,8127,5782,13758,4375,12342,2673,989
+,6688,649,5689,1183,6156,3799,13890,463,3574,8756,9883,8833,10174,10316,14687
-,7241,1666,14016,10310,8306,11058,4528,1795,3380,7776,5778,9770,14001,4474,11701
+,2664,2751,2325,1201,7537,3093,4861,6431,6937,269,1663,3941,8115,14101,3741
+,8715,3830,3122,5023,8924,14636,1212,11722,7679,3930,7589,13167,399,10663,7802
+,11417,14482,5838,3577,12528,12100,13880,10099,5937,348,12873,10103,10381,5147,10185
-,7019,13940,10702,13704,8245,10490,8356,3772,4970,9209,10320,1051,5117,7930,6476
+,8403,6405,4250,12962,13092,11529,4882,2533,13118,14205,6338,11469,1299,4723,9898
+,8497,6143,9010,9410,2295,4125,8072,9801,12273,2846,10576,6170,11058,2122,12431
+,1116,680,8912,12567,14471,1558,4123,1425,8279,637,4082,240,6986,11754,6956
-,7932,10349,7901,2682,14636,11755,3248,2283,2437,10423,13563,2602,1553,11203,14802
+,1156,12798,8740,557,663,9645,3045,10262,1596,10104,8311,345,2601,12274,5451
+,943,3231,6190,11138,9856,7837,1882,5088,3276,1062,11444,8833,12368,13270,7645
+,12586,9143,6514,1580,9322,14642,6907,11769,14571,1856,8986,7931,10781,4686,7051
-,4165,1081,11777,4538,9107,3254,14004,7609,4856,12821,6823,4551,14281,3273,10647
+,14123,10788,116,2483,14543,11224,8144,13885,11284,254,8311,10472,1330,11128,9397
+,1045,11214,3993,2859,5907,10870,3173,2236,14766,5345,9664,315,8428,3004,5929
+,11016,2622,14179,4316,8543,7571,4638,4255,1145,2863,2777,4822,2388,6628,4373
-,3396,100,3714,14387,6919,6262,7677,9804,5914,1164,11322,2211,8065,13365,9139
+,10891,12329,12774,2450,8119,9780,1900,10292,441,9155,6174,6769,8217,13713,7111
+,1787,10791,2776,14783,12579,7397,5168,8581,2843,14155,14844,5010,4025,13228,2514
+,772,4424,5191,5820,13077,4720,13331,6528,12737,3239,7060,12278,12426,4310,2989
-,9571,2133,1085,12679,6674,2468,1542,7321,7212,3494,7186,14574,4283,4314,10209
+,12594,10050,10371,12409,8007,444,9092,7889,8744,7178,2126,6324,11175,7472,8912
+,12445,7470,7074,8945,4243,5127,3983,7665,6144,3469,1477,1207,12374,13056,885
+,3074,191,1361,12475,2292,4229,7558,14429,4296,1514,10245,12445,8522,9275,1299
-,3164,11537,4170,14368,7429,5121,4555,9131,8819,10957,11081,2057,11498,2121,1710
+,2745,4034,7647,9247,10268,928,893,10227,10638,3221,10479,4222,12800,3749,3083
+,4581,5232,654,10940,10867,3665,9247,5769,74,7031,11931,7355,10457,7831,6738
+,5815,13734,12029,10384,8094,13715,3624,6714,449,284,2894,12074,11041,13624,9389
-,1322,8482,920,8775,12441,1636,12680,5810,11419,842,14315,3387,5604,5690,1700
+,3427,4235,14591,5587,11898,9781,13190,8220,6511,6846,14555,4297,2339,10749,8588
+,8829,10916,4194,4256,10571,9096,10550,12079,12357,12718,12548,9698,8686,7384,2501
+,2653,434,9706,13544,14446,12271,10093,3394,8944,10270,9461,6514,4465,7619,6060
-,12900,2258,14913,5650,4068,12069,6599,8705,585,275,7814,9203,355,4617,12152
+,9164,13020,1099,14656,12073,13295,14727,8757,12391,11737,5915,9869,14489,10992,9937
+,796,8153,75,3926,10646,3591,10632,6759,14779,5095,8322,10334,14891,9937,8260
+,10803,5151,13465,8801,11751,8877,10989,14317,14907,919,426,14608,10142,1076,4094
-,11372,4922,2935,2606,13283,4936,4381,14350,1040,13381,12013,4718,10769,6470,10968
+,5753,1185,5016,5676,4703,5990,12494,4072,4326,8182,11631,6567,11434,288,12843
+,8656,9290,2533,7001,1900,3869,12071,9329,11546,12680,8833,2725,8713,1568,6295
+,8482,8287,10016,14514,4726,7368,5083,6614,2881,4280,8520,14745,1282,9791,337
-,14254,6180,12623,14285,2775,514,8438,13185,2568,5174,9805,9150,3496,5128,14769
+,4647,1315,12866,11799,551,9453,7141,5859,9825,6559,5137,236,1372,13637,9
+,14057,4038,1856,13972,14735,14470,5755,968,36,5524,4938,10359,3854,9157,785
+,9712,5789,7938,13830,13411,2432,11296,7767,12873,8075,7862,13608,8913,3528,11769
-,11166,13758,11350,11117,1399,10279,2482,13673,6182,12300,5267,8837,5086,12542,108
+,979,9598,7181,10985,4453,12484,2126,10347,11143,11221,8150,9678,7138,6645,696
+,5968,491,5308,8454,4661,2776,2576,12546,5314,12021,6274,10678,4313,10727,12202
+,13129,10609,5846,13908,4036,1819,7604,10466,12870,6655,8844,9735,13683,674,13638
-,8971,6419,6553,4821,11229,6406,14080,2678,1059,5565,909,11666,8695,10226,12044
+,5962,906,1470,2824,7304,4522,2059,1385,8074,1699,10016,4047,11195,4169,2563
+,13498,6601,11352,14268,14316,1021,10893,2066,8757,10026,6395,11723,1686,5592,4641
+,355,7342,8559,6875,830,2757,1001,7131,9039,4454,6675,4292,6938,4267,10279
-,5749,6892,1972,10993,3240,11293,4901,4286,2266,3170,8059,14481,6971,2299,12240
+,6061,1056,2556,11796,11705,5821,7745,11594,7594,10308,523,7132,2626,5076,6627
+,14142,11304,3530,5297,148,11607,14610,9449,980,14378,9336,5293,3130,8400,6430
+,1960,13045,229,10980,1614,3477,11282,6605,1380,6196,160,2643,7989,1457,10531
-,1617,905,11097,9880,1928,3725,3271,6045,8432,14354,4352,5022,14089,4557,10947
+,1319,1078,8118,7452,11277,14415,10998,11907,14268,4962,6637,6265,10817,510,14982
+,3234,8785,6917,9902,14623,4283,12287,9986,2864,8677,14264,14411,4643,12920,507
+,13389,13370,6938,14058,14173,8456,12024,8469,4688,13145,2824,9788,4848,12559,2998
-,5519,6842,13161,52,8304,9277,13090,10070,3358,1331,4068,3277,6951,5386,13834
+,14066,4524,10918,8237,10396,9508,13275,5892,12160,12239,5407,3299,10044,11710,12953
+,5169,9349,1756,1332,13982,12494,3333,4530,13380,7183,8827,3311,12390,8484,637
+,13683,675,8890,12061,6602,14647,4979,4365,12499,7824,14670,13556,12552,6333,13857
-,10265,1958,4503,13404,12851,2681,291,10565,12130,2939,1008,3510,11698,5286,10282
+,13203,4431,8216,2966,3037,6443,2241,8217,8494,291,6167,13794,7229,6311,3482
+,1180,3872,4569,11840,11242,4207,11661,13716,8187,5891,12758,12788,2064,7171,14827
+,1804,2986,3152,11850,12207,13478,12335,9273,911,14727,13822,6052,10305,3498,2480
-,309,2265,2055,727,9877,7514,423,12693,1515,6314,3017,11320,4116,3009,1924
+,7713,11450,3407,8419,7841,8879,7486,5202,7256,423,8991,14230,3228,2238,8057
+,4225,9244,1974,6137,13599,3450,8958,10117,3724,13267,12699,4435,7505,6870,7378
+,1129,13018,2700,1069,11817,10222,4351,3746,1516,3961,2111,10098,10370,13525,5931
-,10202,9823,926,7091,3172,12934,14473,13275,10311,10348,2023,3159,7687,9480,6372
+,8911,13388,5355,10201,9440,7018,8209,369,11720,7624,11939,11996,4139,12793,1985
+,7030,7409,5232,7546,8542,3545,2117,5013,6301,10055,11299,10253,10284,6698,14361
+,8488,7996,12368,1790,11065,9988,10117,10676,8163,2034,12668,7106,3117,14980,2866
-,10477,2482,11788,8266,263,8718,1217,2059,1515,917,7804,4684,3150,3431,5728
+,4023,7889,9482,12969,10846,8693,11565,11627,14139,14743,14652,5487,3271,4196,14961
+,10613,12229,1482,14594,13057,6795,6867,1718,12785,3269,2443,5097,7520,10220,10406
+,7849,12813,12576,178,14081,916,13467,3370,14860,4044,6989,13367,12828,14193,12235
-,4651,3288,10918,9536,4216,11311,3412,6971,7136,2951,7823,8176,1294,8614,12830
+,3369,8959,290,11258,3406,2013,13349,13358,9181,13640,1576,10845,10015,13542,6833
+,13513,1656,3061,385,9511,11664,2569,12487,8980,1493,14848,4472,11931,9478,2452
+,6426,4821,2367,2726,3890,10134,9400,11554,3883,2079,14464,14371,11200,14414,7840
-,7737,14212,3949,11047,3022,3522,2834,5251,14821,9299,2889,3894,3156,14064,5729
+,617,7151,8636,11452,11166,14822,12695,11602,3600,13217,2275,8629,3721,2669,7085
+,601,632,14086,2360,13377,2774,11652,7078,2423,661,14583,9145,4895,12988,9001
+,4639,8903,5199,8414,12509,2691,14771,201,6761,7718,4858,3110,5490,11776,4303
-,10895,4578,1015,5057,8252,8579,8753,3873,1370,11186,12809,5252,5286,1823,5343
+,7880,12117,8155,12071,13900,8183,5865,13488,1574,8687,8372,13738,11268,9054,3337
+,3850,6269,504,7356,10263,14819,10282,8730,9074,1901,8025,1436,4942,13942,5866
+,7249,12489,11543,14713,8955,8051,1341,641,13506,7495,6561,11863,13953,9190,5260
-,5722,8515,4517,1362,3265,7149,9635,11505,8698,6904,10068,9597,4961,5239,10622
+,13150,12734,7589,14396,4209,10712,14805,12543,8593,5878,6065,2542,9764,695,4495
+,4428,4505,554,10207,14302,12458,11653,4905,1446,10440,1904,710,14358,7777,9737
+,5675,5374,8488,9012,12926,7727,3814,8225,11349,5585,13645,10190,559,9210,5702
-,1261,6010,3658,10237,11320,13474,8018,9337,10958,4744,9152,14481,5546,10350,2777
+,12462,8631,8739,11561,9270,5880,11482,11526,8937,14989,74,6646,4352,9318,870
+,12687,9490,6747,12223,13026,784,49,8956,1867,6652,9394,4402,11583,5259,1426
+,9865,7903,10500,12555,731,9237,9398,5135,10432,8112,2947,8576,2828,8487,10224
-,11003,4544,11681,8328,10010,13882,964,7231,11707,1433,10712,2907,8240,1831,3495
+,8476,958,14622,13799,1226,8233,13413,2833,1703,12214,6796,11988,11885,14758,1185
+,12560,7513,10369,5504,13023,13112,8474,5192,13616,14941,163,13519,1296,11332,1699
+,608,10144,5074,2591,1729,8688,11770,12521,3846,13389,4695,3935,5759,9448,12140
-,9687,4349,11626,8520,10033,2070,9261,11928,4408,614,4323,13430,4081,2761,5994
+,3023,7455,11281,8070,4661,2888,222,12894,6541,8343,10240,678,4525,13409,14048
+,9763,9489,2415,2140,9493,7252,8694,8229,5908,230,1825,491,13768,10272,2335
+,1197,5598,14472,13017,9332,5273,151,8738,14986,5071,3165,8710,7110,2370,13078
-,12031,3973,13211,7550,4523,12790,8255,1932,14685,8742,7137,11369,5985,14316,1550
+,2062,7339,5419,12653,199,10910,893,14341,1568,6463,13351,10357,13343,6856,11807
+,13312,9641,9418,1830,12195,1548,8297,12162,874,3768,6365,11716,11802,8465,8937
+,14432,4307,14367,6233,5660,1030,13176,13834,1133,7240,7371,14814,13018,9686,9486
-,13024,3609,718,7473,8875,7470,9810,6273,4733,5881,8507,8980,8241,2380,14488
+,10042,12902,11316,6180,2100,14802,10305,11007,10452,1698,13931,10581,7440,12239,7903
+,9471,5584,724,13400,11305,12578,12748,13512,11457,14507,2351,6340,11604,3902,11601
+,9754,12413,4946,3877,8447,14998,843,10243,11324,11476,5225,14180,11128,6746,1514
